fold,epoch,train_loss,valid_loss,mcrmse,cohesion,syntax,vocabulary,phraseology,grammar,conventions
0,1,0.12623,0.13662,0.52252,0.617,0.447,0.460,0.603,0.487,0.521
0,2,0.10247,0.11304,0.47676,0.533,0.444,0.466,0.473,0.474,0.471
0,3,0.07991,0.10526,0.45956,0.499,0.434,0.428,0.462,0.473,0.462
1,1,0.1299,0.10928 ,0.46778,0.503,0.456,0.407,0.464,0.474,0.502
1,2,0.10311,0.10444,0.45777,0.495,0.458,0.414,0.456,0.481,0.443
1,3,0.07964,0.10327,0.45486,0.490,0.456,0.403,0.456,0.481,0.442
2,1,0.12830569,0.122184046,0.4964652,0.5062528,0.4649326,0.49616164,0.5137203,0.49298307,0.5047409
2,2,0.104688354,0.09827647,0.44388047,0.46674842,0.4487695,0.4102515,0.45171067,0.46000645,0.42579612
2,3,0.08141953,0.097255595,0.44161233,0.46192145,0.443745,0.4096175,0.44753054,0.4598596,0.42699987
3,1,0.12826009,0.11748515,0.4857169,0.49681267,0.5384286,0.5014368,0.4565954,0.48114797,0.43987998
3,2,0.10394126,0.101706475,0.45164263,0.47440264,0.448083,0.4182739,0.45749873,0.47174153,0.43985587
3,3,0.08008711,0.10011105,0.44804105,0.46978167,0.44314647,0.4180634,0.44929346,0.47326398,0.4346974
